,Name,Absolute URL,Category,Description
75, Crypto monitor,https://www.programmableweb.com/api/crypto-monitor-rest-api-v1, Bitcoin," The Crypto monitor API provides bots that show savings in cryptocurrencies. The API is used to add, update, find, and delete monitors. Also, the current height of currencies are available for consuming. Currently, Crypto-Savings offers Bitcoin and Ethereum support."
76, simPRO ,https://www.programmableweb.com/api/simpro-rest-api-v10, Enterprise," The simPRO API is a RESTful service that allows you to view, create or edit resources on any simPRO Enterprise Service system. simPRO is a global software company that develops job management cloud-based solutions for the trade services industry."
77, simPRO RPC ,https://www.programmableweb.com/api/simpro-rpc-rpc-api, Tools," The simPRO RPC API provides a way to integrate with simPRO and third party applications. It assists in managing workflows and improving efficiencies for trade service businesses. The API enables you with the ability to create integrations that connect simPRO to; Mailing Systems, Accounting Systems, CRMs, eCommerce and more. The simPRO API is accessed via JSON-RPC, XML-RPC, with SOAP support with the preferred authentication via OAuth 1.0. simPRO is a global software company that develops job management cloud-based solutions for the trade services industry."
78, Tyntec Portability Check,https://www.programmableweb.com/api/tyntec-portability-check-rest-api-v1, Tools," The Tyntec Portability Check API returns information associated with a phone number such as timezone in JSON format. The API is REST-based with HTTPS calls. Tyntec is a platform dedicated to connect businesses, customers, and employees by using a range of mobile channels and devices. Tyntec supports messaging, voice calling, and authentication to safeguard transactions."
79, Paperplane,https://www.programmableweb.com/api/paperplane-rest-api, PDF," Paperplane allows the conversion of web pages into PDF documents. The API is used to retrieve JSON formatted information related to conversion jobs. API Keys are used for authentication. Processed PDFs are rendered using Google Chrome; multiple documents can be converted in parallel, and are uploaded to Paperplane's cloud storage automatically."
80, PixelAI Labs Nudity Detector,https://www.programmableweb.com/api/pixelai-labs-nudity-detector-rest-api, Media," The PixelAI Labs Nudity Detector API uses AI to filter partial and full nudes in images. The API supports the following image formats: JPG/JPEG, PNG, TIFF, BMP, and GIF. API requests can be customized with different values to fine tune filtering. This API is a REST based interface with JSON responses."
81, HTML2PDF.xyz,https://www.programmableweb.com/api/html2pdfxyz-rest-api, PDF," The HTML2PDF.xyz API is a RESTful service that allows users to create PDF files using HTML, CSS, and JavaScript. This API is still in Alpha and can be expected to change frequently. The service is free to use during Alpha testing."
82, ApiFlash,https://www.programmableweb.com/api/apiflash-rest-api-v1, Screenshots," Chrome based screenshot API to make images from urls. ApiFlash is a simple API built on top of Chrome to capture near pixel perfect screenshots of websites, that will work with any major framework and programming language. Almost scales infinitely as it's based on AWS lambda."
83, RevenueCat Webhooks,https://www.programmableweb.com/api/revenuecat-webhooks-pushstreaming-api, Subscriptions, The RevenueCat Webhooks API provides enhanced server-to-server RevenueCat notifications. RevenueCat can send you notifications any time an event happens in your application. RevenueCat is a mobile subscription toolkit and purchase tracking system as a service.
84, RevenueCat,https://www.programmableweb.com/api/revenuecat-rest-api-v10, Subscriptions, This is indirect access to the RevenueCat web service. Please refer to the corresponding SDK below. The RevenueCat API provides a way to make purchases by accessing the RevenueCat mobile framework. It implements in-app building for all platforms and handles syncing purchase tokens with the RevenueCat server. RevenueCat is a mobile subscription toolkit and purchase tracking system as a service.
